classifier,accuracy_mean,balanced_accuracy_mean,precision_mean,sensitivity_mean,specificity_mean,f1_score_mean,process_time_mean,accuracy_std,balanced_accuracy_std,precision_std,sensitivity_std,specificity_std,f1_score_std,process_time_std
Nearest_Neighbors,99.203007518797,99.1659539475175,99.2271901529529,99.1659539475175,99.91112299453494,99.19086600086196,3744.4,0.31741634484186027,0.3356396395128088,0.3038461210892267,0.3356396395128088,0.035453809706921545,0.3218940204956109,54.164769197534895
SVM_Linear,99.74436090225564,99.73366634835911,99.75793716419778,99.73366634835911,99.97137249568851,99.74444167164225,147272.5,0.17436117424488076,0.17905932028516242,0.16806333382891114,0.17905932028516242,0.019512165373906497,0.17379578985478714,1479.5868229565547
