classifier,accuracy_mean,balanced_accuracy_mean,precision_mean,sensitivity_mean,specificity_mean,f1_score_mean,process_time_mean,accuracy_std,balanced_accuracy_std,precision_std,sensitivity_std,specificity_std,f1_score_std,process_time_std
Nearest_Neighbors,99.8796992481203,99.88230636695914,99.88902529508637,99.88230636695914,99.98647575117967,99.88497363013184,2247.6,0.11861814101451884,0.11352944182536931,0.11249850714169017,0.11352944182536931,0.013308479566410906,0.11264666967150998,92.71365715050953
SVM_Linear,99.89473684210527,99.89496459480725,99.90720711326819,99.89496459480725,99.98811241239079,99.90051736881004,115673.4,0.1238003913306055,0.11933653783810771,0.11445233300314471,0.11933653783810771,0.013912745288648394,0.11708752047023843,393.0120721923036
