classifier,accuracy_mean,balanced_accuracy_mean,precision_mean,sensitivity_mean,specificity_mean,f1_score_mean,process_time_mean,accuracy_std,balanced_accuracy_std,precision_std,sensitivity_std,specificity_std,f1_score_std,process_time_std
Nearest_Neighbors,99.7593984962406,99.76800024199107,99.75742758683842,99.76800024199107,99.97326871048332,99.76130910436196,4159.2,0.16164927816137759,0.15967942311482372,0.16112989056081553,0.15967942311482372,0.018017165461669357,0.1609019532491347,1115.2724430479857
SVM_Linear,99.8796992481203,99.88126305760485,99.88267174952855,99.88126305760485,99.9865881278479,99.881145868912,210325.1,0.15530760285543543,0.15160128969740633,0.14841754651077577,0.15160128969740633,0.017377501197331675,0.1506769607738284,4036.1616102981275
